image_name,image_path,true_scene_label,thesis_class,predicted_label,confidence,top5_predictions,semantically_aligned
Places365_val_00000009.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00000009.jpg,forest-broadleaf,forest,mountain tent,0.0607,"[{""rank"": 1, ""label"": ""mountain tent"", ""confidence"": 0.0607}, {""rank"": 2, ""label"": ""mountain bike"", ""confidence"": 0.0561}, {""rank"": 3, ""label"": ""worm fence"", ""confidence"": 0.0494}, {""rank"": 4, ""label"": ""valley"", ""confidence"": 0.041}, {""rank"": 5, ""label"": ""cloak"", ""confidence"": 0.0386}]",True
Places365_val_00000017.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00000017.jpg,glacier,glacier,alp,0.878,"[{""rank"": 1, ""label"": ""alp"", ""confidence"": 0.878}, {""rank"": 2, ""label"": ""valley"", ""confidence"": 0.1185}, {""rank"": 3, ""label"": ""volcano"", ""confidence"": 0.0012}, {""rank"": 4, ""label"": ""mountain tent"", ""confidence"": 0.0009}, {""rank"": 5, ""label"": ""promontory"", ""confidence"": 0.0006}]",True
Places365_val_00000025.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00000025.jpg,ocean,water,promontory,0.5345,"[{""rank"": 1, ""label"": ""promontory"", ""confidence"": 0.5345}, {""rank"": 2, ""label"": ""cliff"", ""confidence"": 0.1843}, {""rank"": 3, ""label"": ""valley"", ""confidence"": 0.1234}, {""rank"": 4, ""label"": ""seashore"", ""confidence"": 0.076}, {""rank"": 5, ""label"": ""alp"", ""confidence"": 0.0361}]",True
Places365_val_00000026.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00000026.jpg,river,water,schooner,0.0721,"[{""rank"": 1, ""label"": ""schooner"", ""confidence"": 0.0721}, {""rank"": 2, ""label"": ""swimming trunks"", ""confidence"": 0.038}, {""rank"": 3, ""label"": ""pelican"", ""confidence"": 0.0363}, {""rank"": 4, ""label"": ""maillot tank suit"", ""confidence"": 0.0344}, {""rank"": 5, ""label"": ""upright"", ""confidence"": 0.0342}]",False
Places365_val_00000041.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00000041.jpg,mountain,mountain,alp,0.4541,"[{""rank"": 1, ""label"": ""alp"", ""confidence"": 0.4541}, {""rank"": 2, ""label"": ""mountain tent"", ""confidence"": 0.1757}, {""rank"": 3, ""label"": ""valley"", ""confidence"": 0.1731}, {""rank"": 4, ""label"": ""volcano"", ""confidence"": 0.0909}, {""rank"": 5, ""label"": ""thatch"", ""confidence"": 0.0144}]",True
Places365_val_00000045.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00000045.jpg,skyscraper,building,dome,0.4898,"[{""rank"": 1, ""label"": ""dome"", ""confidence"": 0.4898}, {""rank"": 2, ""label"": ""planetarium"", ""confidence"": 0.3449}, {""rank"": 3, ""label"": ""solar dish"", ""confidence"": 0.1393}, {""rank"": 4, ""label"": ""grille"", ""confidence"": 0.0019}, {""rank"": 5, ""label"": ""greenhouse"", ""confidence"": 0.0017}]",True
Places365_val_00000046.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00000046.jpg,street,street,parachute,0.3629,"[{""rank"": 1, ""label"": ""parachute"", ""confidence"": 0.3629}, {""rank"": 2, ""label"": ""balloon"", ""confidence"": 0.184}, {""rank"": 3, ""label"": ""unicycle"", ""confidence"": 0.0798}, {""rank"": 4, ""label"": ""bubble"", ""confidence"": 0.0335}, {""rank"": 5, ""label"": ""flagpole"", ""confidence"": 0.0312}]",False
Places365_val_00000047.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00000047.jpg,alley,street,viaduct,0.104,"[{""rank"": 1, ""label"": ""viaduct"", ""confidence"": 0.104}, {""rank"": 2, ""label"": ""prison"", ""confidence"": 0.0941}, {""rank"": 3, ""label"": ""wreck"", ""confidence"": 0.0674}, {""rank"": 4, ""label"": ""cliff"", ""confidence"": 0.047}, {""rank"": 5, ""label"": ""vault"", ""confidence"": 0.0452}]",False
Places365_val_00000143.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00000143.jpg,house,building,thatch,0.3086,"[{""rank"": 1, ""label"": ""thatch"", ""confidence"": 0.3086}, {""rank"": 2, ""label"": ""picket fence"", ""confidence"": 0.1133}, {""rank"": 3, ""label"": ""maypole"", ""confidence"": 0.0722}, {""rank"": 4, ""label"": ""palace"", ""confidence"": 0.0524}, {""rank"": 5, ""label"": ""church"", ""confidence"": 0.0321}]",True
Places365_val_00000150.jpg,/Users/aidahamzic/PycharmProjects/PythonProject1/val_256/Places365_val_00000150.jpg,street,street,street sign,0.1901,"[{""rank"": 1, ""label"": ""street sign"", ""confidence"": 0.1901}, {""rank"": 2, ""label"": ""grocery store"", ""confidence"": 0.1322}, {""rank"": 3, ""label"": ""tobacco shop"", ""confidence"": 0.0984}, {""rank"": 4, ""label"": ""bookshop"", ""confidence"": 0.0709}, {""rank"": 5, ""label"": ""restaurant"", ""confidence"": 0.0563}]",False
